city,area,rooms,bathroom,parking,floor,animal,furniture,total
São Paulo,220.0,4,3,4,4,acept,not furnished,15340.0
São Paulo,30.0,1,1,0,0,not acept,not furnished,1013.0
São Paulo,50.0,1,1,0,1,acept,not furnished,965.0
Belo Horizonte,120.0,3,2,2,4,not acept,not furnished,1951.0
Rio de Janeiro,75.0,2,2,1,12,acept,not furnished,2310.0
São Paulo,70.0,2,2,2,8,acept,furnished,3672.0
São Paulo,650.0,4,6,6,0,acept,not furnished,10230.0
Porto Alegre,71.0,3,2,1,4,acept,not furnished,1897.0
São Paulo,27.0,1,1,0,11,acept,not furnished,2611.0
São Paulo,187.0,3,3,2,2,acept,not furnished,4630.0
São Paulo,110.0,3,2,1,10,acept,not furnished,5558.0
São Paulo,180.0,4,2,2,0,acept,not furnished,3703.0
São Paulo,57.0,2,2,2,5,acept,not furnished,2554.0
São Paulo,250.0,3,2,2,0,acept,not furnished,15690.0
São Paulo,49.0,2,2,1,9,acept,not furnished,2079.0
São Paulo,110.0,1,1,1,0,acept,not furnished,1570.0
São Paulo,59.0,2,2,1,12,acept,not furnished,2606.0
São Paulo,65.0,2,1,1,12,acept,furnished,2496.0
São Paulo,220.0,4,2,2,9,acept,not furnished,8256.0
São Paulo,220.0,3,2,2,4,acept,not furnished,10280.0
São Paulo,88.0,2,2,1,1,acept,not furnished,8593.0
São Paulo,90.0,3,2,2,0,acept,furnished,4662.0
São Paulo,30.0,1,1,0,12,acept,furnished,3794.0
São Paulo,49.0,2,1,1,6,acept,furnished,2223.0
Rio de Janeiro,100.0,3,2,0,1,acept,not furnished,7186.0
Rio de Janeiro,120.0,3,1,1,8,acept,not furnished,3099.0
São Paulo,150.0,2,3,3,0,acept,not furnished,4314.0
São Paulo,170.0,3,3,0,10,acept,not furnished,10030.0
Campinas,70.0,2,1,2,0,acept,not furnished,1390.0
São Paulo,70.0,1,1,1,6,not acept,furnished,3960.0
São Paulo,80.0,1,1,1,10,acept,not furnished,7883.0
São Paulo,60.0,2,2,1,3,acept,furnished,6885.0
São Paulo,100.0,3,3,3,1,acept,not furnished,4759.0
São Paulo,260.0,4,2,3,0,acept,not furnished,4338.0
São Paulo,300.0,3,5,4,0,acept,not furnished,7451.0
São Paulo,86.0,3,3,2,9,not acept,not furnished,3282.0
São Paulo,250.0,4,4,2,0,not acept,not furnished,6700.0
Porto Alegre,48.0,1,1,0,0,acept,not furnished,1706.0
Belo Horizonte,70.0,3,2,2,1,acept,not furnished,2708.0
São Paulo,82.0,3,2,2,5,acept,not furnished,3294.0
São Paulo,80.0,3,2,1,10,acept,not furnished,2879.0
Porto Alegre,429.0,5,4,5,0,acept,not furnished,11020.0
Campinas,104.0,2,2,1,2,acept,not furnished,2424.0
Rio de Janeiro,35.0,1,1,0,3,not acept,furnished,3255.0
São Paulo,240.0,4,2,1,4,acept,furnished,5975.0
São Paulo,40.0,1,1,0,0,not acept,not furnished,1082.0
São Paulo,400.0,3,3,2,0,not acept,not furnished,12180.0
São Paulo,90.0,2,2,2,8,acept,not furnished,5559.0
São Paulo,45.0,2,1,1,11,not acept,not furnished,2290.0
Rio de Janeiro,110.0,3,2,0,0,acept,not furnished,2091.0
Rio de Janeiro,110.0,4,2,2,10,acept,not furnished,3605.0
Porto Alegre,143.0,2,1,2,7,acept,furnished,3621.0
São Paulo,60.0,2,2,2,7,acept,not furnished,2218.0
São Paulo,124.0,3,3,2,16,acept,not furnished,4266.0
São Paulo,55.0,2,1,1,1,acept,not furnished,2110.0
São Paulo,73.0,3,2,2,1,acept,not furnished,3575.0
Belo Horizonte,200.0,4,4,2,5,acept,furnished,5555.0
Porto Alegre,70.0,1,1,0,3,not acept,not furnished,1059.0
São Paulo,44.0,1,1,0,10,acept,not furnished,3003.0
Rio de Janeiro,87.0,2,1,1,2,acept,not furnished,4092.0
Porto Alegre,60.0,1,1,1,2,not acept,not furnished,1689.0
São Paulo,200.0,3,5,3,5,acept,furnished,6503.0
São Paulo,80.0,2,1,1,5,not acept,not furnished,3597.0
Porto Alegre,51.0,2,1,1,3,acept,not furnished,1391.0
São Paulo,147.0,2,3,2,3,not acept,furnished,14150.0
Belo Horizonte,210.0,3,4,3,5,not acept,furnished,12640.0
São Paulo,110.0,3,2,2,14,acept,not furnished,3241.0
Porto Alegre,50.0,1,1,0,1,acept,not furnished,1450.0
Rio de Janeiro,32.0,1,1,0,10,acept,not furnished,1871.0
Belo Horizonte,82.0,3,2,1,4,acept,not furnished,1488.0
São Paulo,98.0,3,3,2,6,acept,not furnished,3561.0
Rio de Janeiro,170.0,4,3,2,5,acept,not furnished,12080.0
São Paulo,20.0,1,1,0,2,acept,furnished,2555.0
Belo Horizonte,168.0,4,3,2,2,not acept,not furnished,2565.0
Rio de Janeiro,50.0,2,1,0,5,acept,not furnished,1088.0
São Paulo,212.0,4,4,3,7,not acept,not furnished,12660.0
São Paulo,73.0,2,2,1,13,acept,not furnished,2116.0
São Paulo,50.0,1,1,1,13,acept,not furnished,2323.0
São Paulo,20.0,1,1,0,6,acept,furnished,2555.0
Belo Horizonte,190.0,1,1,1,0,not acept,not furnished,4126.0
São Paulo,450.0,4,6,2,0,acept,not furnished,5460.0
Belo Horizonte,180.0,5,5,4,0,acept,not furnished,4844.0
Belo Horizonte,682.0,6,7,6,0,acept,not furnished,6019.0
Porto Alegre,58.0,2,1,0,1,acept,furnished,1319.0
Belo Horizonte,60.0,3,2,1,10,acept,not furnished,1602.0
Campinas,50.0,1,1,1,5,not acept,furnished,2110.0
Belo Horizonte,120.0,3,3,1,2,acept,not furnished,2675.0
São Paulo,43.0,2,1,1,10,acept,furnished,2491.0
São Paulo,91.0,1,2,2,11,acept,furnished,15580.0
Campinas,75.0,2,1,2,1,acept,not furnished,3006.0
São Paulo,300.0,4,3,4,9,acept,not furnished,12480.0
Campinas,74.0,2,2,2,9,acept,furnished,5483.0
Belo Horizonte,90.0,3,2,2,3,acept,not furnished,2127.0
Belo Horizonte,154.0,4,4,3,12,acept,furnished,10440.0
São Paulo,280.0,3,3,7,0,acept,not furnished,9251.0
São Paulo,150.0,3,3,2,10,acept,not furnished,6136.0
São Paulo,110.0,2,2,0,13,acept,not furnished,3389.0
São Paulo,247.0,4,4,4,3,acept,not furnished,6167.0
São Paulo,220.0,3,4,2,0,acept,not furnished,16460.0
São Paulo,70.0,2,2,0,0,not acept,not furnished,3948.0
São Paulo,98.0,3,2,2,1,acept,not furnished,3566.0
São Paulo,300.0,4,6,6,17,acept,not furnished,24890.0
Porto Alegre,80.0,2,1,1,8,acept,not furnished,5026.0
São Paulo,57.0,2,1,2,3,acept,furnished,2183.0
São Paulo,75.0,2,1,0,1,not acept,not furnished,1283.0
Rio de Janeiro,70.0,2,2,1,6,not acept,not furnished,3146.0
São Paulo,80.0,2,1,0,4,acept,not furnished,2052.0
São Paulo,372.0,5,4,6,0,acept,not furnished,10380.0
São Paulo,120.0,3,2,2,23,not acept,not furnished,5518.0
Campinas,71.0,1,1,1,9,not acept,not furnished,1302.0
São Paulo,130.0,3,3,2,7,acept,not furnished,5087.0
São Paulo,300.0,2,1,2,0,acept,not furnished,3193.0
Belo Horizonte,320.0,5,4,3,3,acept,not furnished,4326.0
Belo Horizonte,200.0,3,2,2,0,acept,not furnished,12570.0
Porto Alegre,56.0,2,2,1,3,acept,not furnished,1958.0
São Paulo,165.0,3,2,3,16,acept,not furnished,5993.0
São Paulo,35.0,1,1,0,1,not acept,not furnished,1307.0
Belo Horizonte,96.0,3,1,1,11,acept,furnished,2959.0
Campinas,450.0,4,5,4,0,acept,furnished,6828.0
São Paulo,227.0,4,4,3,5,acept,not furnished,12720.0
São Paulo,40.0,1,1,1,10,acept,not furnished,3358.0
São Paulo,288.0,4,5,4,7,acept,not furnished,10830.0
Belo Horizonte,90.0,1,2,0,4,acept,not furnished,1697.0
São Paulo,45.0,2,1,1,7,not acept,not furnished,1627.0
São Paulo,63.0,2,2,1,11,not acept,not furnished,3438.0
Belo Horizonte,120.0,3,2,2,0,acept,not furnished,2957.0
São Paulo,94.0,3,2,2,12,not acept,not furnished,8628.0
Porto Alegre,60.0,1,1,1,1,acept,not furnished,834.0
Porto Alegre,106.0,3,2,2,2,not acept,furnished,4459.0
São Paulo,167.0,3,4,2,5,acept,not furnished,6553.0
Belo Horizonte,69.0,2,3,2,11,acept,not furnished,3507.0
Rio de Janeiro,300.0,4,4,1,0,acept,not furnished,3744.0
São Paulo,50.0,2,1,0,2,acept,furnished,3308.0
Porto Alegre,40.0,1,1,0,9,acept,not furnished,1405.0
São Paulo,380.0,4,3,3,11,acept,not furnished,10970.0
Rio de Janeiro,20.0,1,1,0,0,not acept,not furnished,760.0
Campinas,50.0,2,1,1,7,acept,not furnished,1276.0
São Paulo,60.0,2,2,1,4,acept,furnished,5208.0
São Paulo,40.0,1,1,1,12,acept,not furnished,3884.0
São Paulo,62.0,2,2,1,1,acept,not furnished,2474.0
Rio de Janeiro,230.0,3,3,0,9,acept,not furnished,9910.0
Campinas,45.0,2,1,1,1,acept,not furnished,1182.0
Porto Alegre,60.0,2,1,0,4,acept,not furnished,1101.0
São Paulo,65.0,2,2,1,9,not acept,not furnished,1777.0
Rio de Janeiro,90.0,3,1,0,4,not acept,not furnished,3253.0
São Paulo,150.0,3,3,2,0,acept,furnished,3777.0
São Paulo,180.0,3,4,3,5,not acept,not furnished,8461.0
Belo Horizonte,95.0,3,2,2,2,not acept,not furnished,1967.0
Rio de Janeiro,45.0,1,1,0,10,not acept,furnished,2729.0
São Paulo,216.0,3,5,0,14,not acept,furnished,19890.0
Campinas,58.0,1,1,0,5,acept,not furnished,1518.0
São Paulo,42.0,1,1,0,2,acept,furnished,3298.0
Porto Alegre,40.0,1,1,0,3,acept,furnished,1153.0
São Paulo,220.0,4,4,3,4,not acept,furnished,8002.0
Belo Horizonte,42.0,1,1,1,15,not acept,not furnished,3308.0
Rio de Janeiro,421.0,3,3,1,7,acept,furnished,15960.0
Campinas,226.0,4,2,2,10,acept,not furnished,5292.0
São Paulo,55.0,1,1,0,1,acept,not furnished,1418.0
Porto Alegre,61.0,1,1,1,13,acept,not furnished,2650.0
Rio de Janeiro,50.0,1,1,0,4,not acept,not furnished,1827.0
São Paulo,300.0,4,4,0,7,acept,furnished,12920.0
Porto Alegre,58.0,2,2,2,13,acept,not furnished,3058.0
Porto Alegre,104.0,3,3,2,4,acept,not furnished,5357.0
Rio de Janeiro,72.0,2,2,0,3,acept,not furnished,3733.0
Campinas,65.0,3,1,1,3,acept,furnished,3084.0
São Paulo,160.0,4,2,2,12,acept,furnished,6929.0
Campinas,40.0,1,1,0,8,acept,not furnished,1131.0
São Paulo,23.0,1,1,1,26,acept,not furnished,2909.0
São Paulo,35.0,1,1,0,1,not acept,not furnished,964.0
Porto Alegre,28.0,1,1,0,0,acept,not furnished,1103.0
São Paulo,68.0,2,2,1,7,acept,not furnished,2843.0
Campinas,70.0,3,1,1,6,acept,not furnished,1765.0
São Paulo,127.0,2,3,2,1,acept,furnished,5137.0
São Paulo,138.0,3,2,3,0,acept,not furnished,5510.0
Campinas,53.0,1,1,1,3,acept,not furnished,1218.0
São Paulo,130.0,5,2,0,2,acept,not furnished,3076.0
Porto Alegre,39.0,1,1,1,2,acept,furnished,1157.0
Porto Alegre,60.0,2,1,0,6,acept,not furnished,1343.0
São Paulo,300.0,4,4,4,4,not acept,not furnished,6252.0
São Paulo,500.0,3,3,5,0,acept,not furnished,9162.0
Campinas,90.0,3,2,1,2,acept,not furnished,2192.0
Campinas,120.0,3,1,2,1,acept,not furnished,2113.0
São Paulo,134.0,3,5,2,7,acept,not furnished,6115.0
Campinas,78.0,2,1,1,8,acept,not furnished,2028.0
São Paulo,55.0,1,1,1,3,not acept,furnished,5226.0
São Paulo,167.0,3,3,2,7,acept,not furnished,7177.0
São Paulo,15.0,1,1,0,0,not acept,not furnished,1216.0
Belo Horizonte,46.0,2,1,1,2,acept,not furnished,1291.0
Rio de Janeiro,30.0,1,1,0,2,not acept,furnished,4869.0
Rio de Janeiro,60.0,2,2,1,10,acept,not furnished,3052.0
São Paulo,380.0,3,3,4,0,acept,furnished,4564.0
Belo Horizonte,95.0,3,2,1,3,acept,not furnished,2270.0
São Paulo,55.0,2,2,1,4,acept,not furnished,2254.0
Belo Horizonte,55.0,2,1,1,1,not acept,not furnished,1042.0
Rio de Janeiro,30.0,1,1,0,2,not acept,not furnished,1505.0
Rio de Janeiro,58.0,2,1,0,2,not acept,furnished,4752.0
São Paulo,480.0,4,5,2,0,acept,furnished,8399.0
São Paulo,97.0,3,2,2,2,acept,not furnished,2756.0
São Paulo,33.0,1,1,1,13,not acept,furnished,3263.0
São Paulo,192.0,3,4,2,13,acept,not furnished,10210.0
Rio de Janeiro,114.0,4,2,1,10,acept,furnished,5989.0
São Paulo,70.0,2,2,0,24,not acept,furnished,4901.0
Campinas,240.0,3,4,4,1,acept,not furnished,9889.0
Porto Alegre,110.0,3,1,0,1,acept,not furnished,2588.0
Rio de Janeiro,950.0,6,5,2,3,not acept,furnished,14700.0
São Paulo,55.0,1,1,1,4,not acept,furnished,4053.0
Campinas,166.0,4,3,3,6,acept,not furnished,4220.0
Porto Alegre,117.0,3,3,2,9,acept,furnished,5478.0
Campinas,115.0,3,2,1,4,acept,not furnished,2140.0
Campinas,55.0,2,1,1,3,acept,not furnished,1357.0
São Paulo,85.0,1,2,1,14,acept,not furnished,3728.0
São Paulo,61.0,1,2,1,4,acept,furnished,3004.0
São Paulo,34.0,1,1,0,12,acept,furnished,3077.0
Porto Alegre,70.0,3,2,0,0,acept,not furnished,1812.0
São Paulo,85.0,2,2,0,17,acept,furnished,6853.0
São Paulo,93.0,2,1,1,4,not acept,furnished,6665.0
São Paulo,150.0,3,2,1,1,acept,furnished,5556.0
São Paulo,48.0,2,1,1,8,acept,not furnished,2350.0
Belo Horizonte,70.0,2,1,0,1,acept,not furnished,1258.0
Campinas,80.0,2,2,1,1,acept,furnished,3566.0
São Paulo,137.0,3,3,3,4,acept,furnished,11840.0
São Paulo,230.0,3,4,3,2,acept,not furnished,16010.0
São Paulo,95.0,3,2,1,10,not acept,furnished,5753.0
Rio de Janeiro,87.0,2,2,1,8,not acept,furnished,3021.0
Belo Horizonte,800.0,8,7,4,0,acept,not furnished,15060.0
São Paulo,88.0,3,1,2,5,acept,not furnished,2138.0
São Paulo,245.0,3,3,1,18,acept,furnished,14540.0
São Paulo,34.0,1,1,0,11,not acept,not furnished,3280.0
São Paulo,469.0,4,5,4,12,acept,not furnished,23160.0
Rio de Janeiro,113.0,2,2,1,10,acept,not furnished,10170.0
Belo Horizonte,200.0,4,4,3,3,acept,not furnished,6529.0
Rio de Janeiro,44.0,1,1,0,4,acept,not furnished,2440.0
São Paulo,45.0,2,1,1,5,acept,not furnished,1989.0
Porto Alegre,58.0,1,1,0,8,acept,not furnished,1422.0
São Paulo,55.0,2,2,1,11,acept,not furnished,3401.0
São Paulo,320.0,4,4,2,7,acept,not furnished,12860.0
Belo Horizonte,57.0,1,1,1,6,not acept,not furnished,3077.0
São Paulo,240.0,5,2,3,0,not acept,not furnished,6888.0
São Paulo,127.0,3,2,1,5,acept,not furnished,5522.0
São Paulo,18.0,1,1,0,0,acept,not furnished,1732.0
Campinas,35.0,1,1,0,8,acept,not furnished,1001.0
São Paulo,320.0,3,5,3,0,acept,not furnished,9136.0
Campinas,46.0,1,1,0,2,acept,not furnished,971.0
São Paulo,130.0,3,2,1,2,acept,furnished,7771.0
São Paulo,37.0,1,1,0,0,acept,not furnished,1650.0
Campinas,136.0,3,4,2,7,not acept,not furnished,3633.0
São Paulo,81.0,2,2,1,1,not acept,not furnished,2276.0
São Paulo,38.0,1,1,0,2,not acept,not furnished,1869.0
São Paulo,198.0,3,4,2,0,acept,furnished,2797.0
Belo Horizonte,220.0,5,4,4,4,acept,not furnished,3306.0
São Paulo,125.0,3,4,1,2,acept,not furnished,6063.0
São Paulo,450.0,4,6,4,4,acept,not furnished,21690.0
São Paulo,145.0,3,2,2,6,acept,not furnished,5419.0
Belo Horizonte,70.0,3,1,2,1,acept,not furnished,2389.0
Porto Alegre,140.0,3,4,3,2,acept,furnished,10870.0
São Paulo,100.0,3,2,1,3,acept,not furnished,2340.0
São Paulo,39.0,1,1,0,2,not acept,not furnished,1317.0
Rio de Janeiro,98.0,2,2,1,7,not acept,furnished,5371.0
São Paulo,367.0,4,5,3,10,not acept,not furnished,12980.0
São Paulo,61.0,2,2,1,17,acept,not furnished,5152.0
Belo Horizonte,66.0,2,2,1,6,acept,not furnished,2922.0
São Paulo,235.0,3,3,0,15,acept,furnished,11670.0
São Paulo,84.0,3,2,1,23,acept,not furnished,3033.0
São Paulo,165.0,3,1,3,0,acept,not furnished,3836.0
Belo Horizonte,90.0,2,1,0,0,acept,not furnished,1412.0
São Paulo,48.0,1,1,0,0,not acept,not furnished,1202.0
Porto Alegre,60.0,2,1,1,0,not acept,not furnished,1001.0
São Paulo,92.0,3,2,2,8,acept,not furnished,4620.0
Rio de Janeiro,80.0,3,1,1,8,acept,not furnished,4132.0
Belo Horizonte,25.0,1,1,0,2,not acept,not furnished,659.0
São Paulo,220.0,4,4,4,10,acept,not furnished,8602.0
Campinas,74.0,2,3,1,9,acept,not furnished,2602.0
São Paulo,98.0,2,2,0,6,acept,not furnished,3192.0
São Paulo,69.0,2,2,1,3,acept,not furnished,2246.0
São Paulo,90.0,2,1,1,0,acept,not furnished,2757.0
Rio de Janeiro,105.0,2,2,0,3,acept,not furnished,4829.0
São Paulo,400.0,3,4,4,0,acept,not furnished,13850.0
São Paulo,110.0,2,2,2,0,not acept,not furnished,3041.0
São Paulo,245.0,3,4,3,10,acept,not furnished,18000.0
Belo Horizonte,60.0,1,1,1,0,acept,not furnished,3040.0
Porto Alegre,40.0,1,1,0,5,acept,furnished,1208.0
Porto Alegre,35.0,1,1,1,1,not acept,furnished,1421.0
São Paulo,35.0,1,1,0,12,not acept,furnished,4028.0
São Paulo,500.0,3,2,8,0,acept,not furnished,4693.0
São Paulo,30.0,1,1,0,15,not acept,not furnished,2375.0
Belo Horizonte,200.0,3,3,0,0,acept,not furnished,1830.0
São Paulo,33.0,1,1,1,1,not acept,furnished,3308.0
São Paulo,50.0,1,1,0,0,acept,not furnished,857.0
São Paulo,54.0,2,2,2,5,acept,not furnished,3225.0
Rio de Janeiro,60.0,2,1,0,11,acept,not furnished,3237.0
São Paulo,36.0,1,1,1,15,not acept,furnished,2945.0
Belo Horizonte,205.0,4,4,4,5,acept,not furnished,8471.0
Rio de Janeiro,625.0,5,3,2,0,acept,not furnished,16480.0
Campinas,60.0,2,1,1,3,acept,not furnished,960.0
São Paulo,50.0,1,1,0,9,not acept,furnished,3382.0
São Paulo,185.0,2,3,3,8,acept,not furnished,9004.0
São Paulo,256.0,3,4,4,4,acept,not furnished,10890.0
São Paulo,170.0,3,3,2,6,acept,not furnished,12830.0
Porto Alegre,90.0,3,1,0,0,acept,not furnished,1807.0
Belo Horizonte,110.0,2,3,0,2,acept,not furnished,3672.0
Campinas,89.0,3,2,2,5,acept,not furnished,2998.0
São Paulo,54.0,1,1,1,7,acept,not furnished,4395.0
São Paulo,113.0,3,2,2,0,acept,not furnished,3057.0
São Paulo,100.0,3,1,1,2,acept,not furnished,4481.0
São Paulo,400.0,4,6,5,8,not acept,not furnished,15250.0
São Paulo,65.0,2,1,1,8,not acept,furnished,2329.0
Porto Alegre,65.0,3,2,1,11,acept,not furnished,2435.0
São Paulo,50.0,1,1,1,7,acept,furnished,4408.0
Rio de Janeiro,150.0,3,3,1,5,acept,not furnished,5974.0
Rio de Janeiro,170.0,4,3,4,10,acept,not furnished,4833.0
Belo Horizonte,164.0,4,2,2,3,acept,not furnished,4001.0
Campinas,470.0,3,4,0,0,acept,not furnished,11520.0
São Paulo,430.0,4,6,2,16,acept,furnished,6067.0
São Paulo,108.0,3,3,2,0,acept,not furnished,3052.0
Belo Horizonte,75.0,2,2,1,3,acept,not furnished,1686.0
Porto Alegre,200.0,4,3,1,0,acept,furnished,4372.0
Belo Horizonte,32.0,1,1,1,1,acept,not furnished,989.0
Rio de Janeiro,40.0,1,1,0,7,not acept,furnished,3066.0
São Paulo,360.0,4,5,4,2,acept,furnished,21110.0
Belo Horizonte,55.0,1,1,1,3,not acept,furnished,4996.0
Rio de Janeiro,30.0,1,1,0,1,not acept,not furnished,2596.0
São Paulo,59.0,2,1,1,1,acept,not furnished,2014.0
Rio de Janeiro,120.0,3,2,1,10,acept,furnished,5269.0
São Paulo,78.0,3,2,2,0,acept,not furnished,2573.0
Rio de Janeiro,95.0,2,3,0,4,acept,furnished,8048.0
São Paulo,180.0,3,3,1,14,acept,not furnished,6936.0
São Paulo,91.0,2,3,2,10,acept,not furnished,6502.0
Campinas,70.0,2,1,1,2,not acept,not furnished,2424.0
São Paulo,315.0,3,5,4,11,acept,not furnished,11860.0
Rio de Janeiro,56.0,2,1,1,3,not acept,furnished,4388.0
São Paulo,480.0,4,3,3,0,acept,not furnished,14540.0
São Paulo,400.0,3,3,6,0,acept,not furnished,16350.0
Belo Horizonte,83.0,4,2,2,4,acept,not furnished,2015.0
São Paulo,90.0,2,1,1,0,not acept,not furnished,1506.0
Porto Alegre,131.0,3,2,1,3,acept,furnished,3762.0
São Paulo,700.0,5,7,3,0,acept,furnished,14280.0
Belo Horizonte,180.0,3,2,0,0,acept,not furnished,3612.0
Campinas,60.0,2,1,0,1,acept,not furnished,1661.0
Porto Alegre,50.0,1,1,1,14,not acept,furnished,2687.0
Campinas,200.0,3,2,3,0,acept,not furnished,3438.0
Rio de Janeiro,80.0,4,3,1,3,not acept,not furnished,4741.0
Campinas,54.0,2,1,1,13,acept,not furnished,1990.0
São Paulo,150.0,3,2,1,7,acept,furnished,7961.0
São Paulo,129.0,3,3,1,1,acept,not furnished,3508.0
São Paulo,200.0,3,2,1,9,acept,not furnished,11130.0
Rio de Janeiro,65.0,1,1,0,4,acept,not furnished,2204.0
São Paulo,210.0,4,2,2,0,acept,not furnished,8805.0
Rio de Janeiro,115.0,3,2,2,5,acept,not furnished,4493.0
Belo Horizonte,350.0,4,5,5,12,acept,furnished,8908.0
Rio de Janeiro,55.0,1,1,0,0,acept,furnished,1608.0
São Paulo,46.0,1,1,0,14,not acept,furnished,5823.0
Rio de Janeiro,160.0,3,2,1,2,not acept,not furnished,4890.0
Belo Horizonte,230.0,4,4,4,4,acept,not furnished,9590.0
São Paulo,180.0,4,4,4,21,not acept,not furnished,13530.0
São Paulo,440.0,4,3,7,0,not acept,not furnished,16310.0
São Paulo,90.0,2,2,1,3,acept,not furnished,4089.0
Campinas,45.0,1,1,0,14,not acept,not furnished,792.0
São Paulo,77.0,3,1,1,7,acept,not furnished,4472.0
São Paulo,25.0,1,1,0,1,not acept,not furnished,1097.0
São Paulo,65.0,3,1,1,7,acept,not furnished,2101.0
Porto Alegre,60.0,2,2,0,3,acept,not furnished,1556.0
Belo Horizonte,50.0,2,1,1,5,acept,not furnished,1107.0
São Paulo,103.0,3,2,2,3,acept,not furnished,3310.0
São Paulo,35.0,5,1,0,0,acept,not furnished,2738.0
Porto Alegre,121.0,2,1,2,3,acept,not furnished,1593.0
São Paulo,307.0,4,6,4,0,acept,furnished,11080.0
Rio de Janeiro,150.0,3,2,2,3,acept,furnished,9682.0
Porto Alegre,98.0,2,3,2,3,acept,not furnished,2850.0
São Paulo,16.0,1,1,0,1,not acept,not furnished,920.0
Belo Horizonte,45.0,1,1,1,4,acept,not furnished,3487.0
Rio de Janeiro,45.0,2,1,0,15,acept,not furnished,1857.0
São Paulo,200.0,4,2,2,0,acept,furnished,7098.0
Rio de Janeiro,155.0,3,2,1,10,acept,not furnished,6078.0
São Paulo,35.0,1,1,1,1,acept,not furnished,1063.0
Campinas,60.0,3,2,1,3,acept,not furnished,1313.0
São Paulo,35.0,1,1,0,1,acept,not furnished,916.0
São Paulo,67.0,2,2,1,1,not acept,furnished,4185.0
São Paulo,38.0,1,1,0,2,acept,not furnished,1565.0
Belo Horizonte,190.0,4,4,4,9,acept,not furnished,11550.0
São Paulo,45.0,1,1,1,0,acept,not furnished,1379.0
Campinas,600.0,5,5,4,0,acept,not furnished,9292.0
São Paulo,27.0,1,1,1,6,not acept,not furnished,3747.0
São Paulo,160.0,3,2,2,0,acept,not furnished,3685.0
Belo Horizonte,320.0,4,6,4,0,acept,not furnished,12940.0
São Paulo,41.0,1,1,1,1,acept,furnished,2951.0
São Paulo,60.0,1,1,1,13,acept,furnished,4705.0
São Paulo,66.0,1,1,1,10,not acept,furnished,4372.0
São Paulo,98.0,2,3,3,13,not acept,not furnished,5378.0
São Paulo,75.0,2,1,0,5,acept,furnished,2610.0
Rio de Janeiro,62.0,2,1,0,1,acept,not furnished,2525.0
São Paulo,120.0,2,1,1,0,not acept,not furnished,1370.0
São Paulo,98.0,1,2,2,9,acept,not furnished,5714.0
São Paulo,380.0,4,5,4,0,acept,furnished,11470.0
São Paulo,45.0,1,1,1,10,not acept,furnished,3600.0
Belo Horizonte,65.0,2,1,1,8,acept,not furnished,1237.0
São Paulo,88.0,2,1,1,3,acept,not furnished,4394.0
São Paulo,250.0,3,4,2,0,acept,not furnished,3279.0
Campinas,108.0,1,3,2,9,acept,not furnished,5538.0
São Paulo,160.0,3,2,2,13,acept,not furnished,5371.0
São Paulo,70.0,2,1,0,0,acept,not furnished,1370.0
São Paulo,320.0,4,5,5,0,acept,not furnished,12450.0
São Paulo,68.0,3,1,1,16,not acept,not furnished,2129.0
